Product ID,Order ID,Order Date,Promised Delivery Date,Actual Delivery Date,On-Time Delivery,Order Cycle Time,Status,Return Reason,Product Category,Quantity Ordered,Unit Price,Total Cost,Cost of Goods Sold (COGS),Shipping Cost,Region,City,Supplier,Warehouse,Inventory on Hand,Inventory Turnover,Safety Stock,Order_Priority,Lead_Time,Unit Cost
P7056,NOR-00416,2024-10-29,2024-11-03,2024-11-03,Yes,5,In Transit,No Issues Reported,Electronics,6,496.92,2981.52,2131.5,27.64,North America,Toronto,Supplier F,Warehouse 6,144,3.65,24,Medium,13,496.92
P9182,EUR-00417,2023-10-20,2023-10-28,2023-10-28,Yes,8,Pending,No Issues Reported,Apparel,69,154.27,10644.63,8346.31,26.18,Europe,Rome,Supplier C,Warehouse 3,443,3.03,78,High,14,154.26999999999998
P8243,EUR-00418,2023-08-01,2023-08-04,2023-08-07,No,6,Pending,No Issues Reported,Groceries,86,77.81,6691.66,4771.46,46.28,Europe,Paris,Supplier A,Warehouse 3,223,8.74,81,Medium,6,77.81
P4197,EUR-00419,2023-01-23,2023-01-27,2023-01-29,No,6,Delivered,No Issues Reported,Apparel,58,181.91,10550.78,7019.15,34.33,Europe,Rome,Supplier B,Warehouse 1,348,7.03,55,Medium,9,181.91000000000003
P6915,ASI-00420,2023-06-21,2023-06-25,2023-06-30,No,9,Delivered,No Issues Reported,Apparel,63,162.29,10224.27,7371.86,47.74,Asia,Singapore,Supplier C,Warehouse 7,253,3.05,74,Medium,8,162.29000000000002
P8278,EUR-00421,2023-09-04,2023-09-12,2023-09-10,Yes,6,Pending,No Issues Reported,Home Goods,58,437.78,25391.24,15679.59,39.11,Europe,Paris,Supplier C,Warehouse 3,429,11.92,76,Medium,7,437.78000000000003
P6495,ASI-00422,2023-08-19,2023-08-28,2023-09-01,No,13,In Transit,No Issues Reported,Electronics,19,107.85,2049.15,1424.0,44.7,Asia,Seoul,Supplier D,Warehouse 2,83,11.3,95,Medium,13,107.85000000000001
P4047,EUR-00423,2023-03-05,2023-03-08,2023-03-12,No,7,Pending,No Issues Reported,Groceries,60,356.57,21394.2,16068.09,15.48,Europe,Berlin,Supplier D,Warehouse 1,476,5.51,90,High,14,356.57
P8742,ASI-00424,2023-05-27,2023-06-03,2023-06-05,No,9,Returned,Customer Changed Mind,Apparel,4,396.65,1586.6,1000.83,22.01,Asia,Singapore,Supplier D,Warehouse 3,113,8.37,56,Medium,1,396.65
P8144,NOR-00425,2023-07-16,2023-07-26,2023-07-27,No,11,Delivered,No Issues Reported,Books,9,301.45,2713.05,1824.12,29.22,North America,Los Angeles,Supplier F,Warehouse 2,494,4.21,80,High,14,301.45000000000005
P3675,NOR-00426,2024-02-03,2024-02-11,2024-02-09,Yes,6,Pending,No Issues Reported,Electronics,19,163.24,3101.56,2405.77,15.42,North America,Houston,Supplier F,Warehouse 6,77,4.36,73,Medium,12,163.24
P3738,ASI-00427,2023-10-25,2023-10-28,2023-10-30,No,5,Pending,No Issues Reported,Groceries,25,384.39,9609.75,6118.04,13.78,Asia,Tokyo,Supplier F,Warehouse 5,328,4.89,60,Medium,3,384.39
P8944,ASI-00428,2023-09-04,2023-09-11,2023-09-14,No,10,Delivered,No Issues Reported,Home Goods,19,11.38,216.22,152.14,24.92,Asia,Seoul,Supplier A,Warehouse 4,260,5.07,40,Low,11,11.38
P7837,ASI-00429,2024-09-20,2024-09-25,2024-09-26,No,6,In Transit,No Issues Reported,Groceries,69,357.71,24681.99,18275.85,42.1,Asia,Seoul,Supplier B,Warehouse 1,285,11.12,34,Medium,14,357.71000000000004
P6604,ASI-00430,2024-01-21,2024-01-31,2024-02-03,No,13,Pending,No Issues Reported,Apparel,57,445.41,25388.37,18267.69,40.54,Asia,Mumbai,Supplier F,Warehouse 2,138,8.95,23,High,2,445.40999999999997
P2830,ASI-00431,2023-07-22,2023-07-28,2023-07-28,Yes,6,In Transit,No Issues Reported,Home Goods,17,108.87,1850.79,1473.64,26.99,Asia,Shanghai,Supplier D,Warehouse 1,89,1.7,81,High,5,108.87
P5942,ASI-00432,2023-03-05,2023-03-11,2023-03-10,Yes,5,Delivered,No Issues Reported,Groceries,8,237.2,1897.6,1483.37,11.73,Asia,Seoul,Supplier A,Warehouse 4,391,1.61,32,Medium,5,237.2
P3630,NOR-00433,2023-08-01,2023-08-07,2023-08-07,Yes,6,Pending,No Issues Reported,Apparel,96,471.21,45236.16,35725.63,23.91,North America,New York,Supplier B,Warehouse 2,487,6.76,98,Medium,5,471.21000000000004
P2616,ASI-00434,2023-01-29,2023-02-02,2023-01-31,Yes,2,In Transit,No Issues Reported,Home Goods,22,451.32,9929.04,7024.05,48.94,Asia,Shanghai,Supplier C,Warehouse 3,159,11.17,80,High,4,451.32000000000005
P6149,EUR-00435,2024-11-27,2024-12-07,2024-12-06,Yes,9,In Transit,No Issues Reported,Books,28,259.55,7267.4,4952.85,40.46,Europe,Madrid,Supplier B,Warehouse 8,113,6.39,86,High,5,259.55
P8273,NOR-00436,2023-01-10,2023-01-18,2023-01-20,No,10,Delivered,No Issues Reported,Books,15,195.47,2932.05,2027.19,39.45,North America,Los Angeles,Supplier D,Warehouse 4,165,7.32,57,Medium,3,195.47
P2392,NOR-00437,2023-08-28,2023-09-01,2023-09-06,No,9,Pending,No Issues Reported,Books,87,57.06,4964.22,3413.46,36.34,North America,New York,Supplier F,Warehouse 2,111,3.01,71,High,12,57.06
P7958,NOR-00438,2024-01-28,2024-02-02,2024-02-01,Yes,4,Pending,No Issues Reported,Apparel,77,422.79,32554.83,22165.21,19.31,North America,Los Angeles,Supplier E,Warehouse 5,421,6.74,94,Low,1,422.79
P5107,ASI-00439,2024-05-10,2024-05-19,2024-05-22,No,12,Returned,Customer Changed Mind,Books,66,143.05,9441.3,7114.96,14.32,Asia,Singapore,Supplier B,Warehouse 1,300,6.72,100,Medium,5,143.04999999999998
P2578,EUR-00440,2023-01-03,2023-01-07,2023-01-05,Yes,2,Delivered,No Issues Reported,Apparel,49,304.27,14909.23,9920.47,22.11,Europe,London,Supplier D,Warehouse 8,439,2.3,86,High,13,304.27
P1517,ASI-00441,2024-07-10,2024-07-16,2024-07-18,No,8,Returned,Wrong Item,Groceries,44,405.69,17850.36,12639.94,10.71,Asia,Mumbai,Supplier D,Warehouse 8,270,10.74,35,High,9,405.69
P3689,NOR-00442,2023-11-23,2023-12-01,2023-12-05,No,12,Returned,Wrong Item,Apparel,72,331.41,23861.52,18036.36,45.39,North America,New York,Supplier F,Warehouse 7,301,6.02,59,Low,13,331.41
P7412,ASI-00443,2024-10-26,2024-11-05,2024-11-04,Yes,9,Returned,Customer Changed Mind,Groceries,61,240.58,14675.38,11312.81,30.27,Asia,Seoul,Supplier E,Warehouse 6,184,6.69,68,Medium,9,240.57999999999998
P1440,NOR-00444,2024-02-09,2024-02-16,2024-02-19,No,10,Delivered,No Issues Reported,Electronics,17,419.28,7127.76,4774.0,39.68,North America,Houston,Supplier D,Warehouse 2,441,10.86,63,Medium,4,419.28000000000003
P2391,EUR-00445,2024-04-13,2024-04-22,2024-04-25,No,12,Pending,No Issues Reported,Electronics,85,125.89,10700.65,6922.51,22.48,Europe,Paris,Supplier A,Warehouse 6,402,2.19,59,Low,3,125.89
P8695,NOR-00446,2024-03-30,2024-04-04,2024-04-02,Yes,3,Pending,No Issues Reported,Books,73,259.81,18966.13,12977.28,10.82,North America,Chicago,Supplier D,Warehouse 7,351,1.73,60,Low,1,259.81
P5907,ASI-00447,2023-11-05,2023-11-13,2023-11-12,Yes,7,Returned,Damaged,Home Goods,64,253.87,16247.68,12234.19,23.58,Asia,Shanghai,Supplier D,Warehouse 2,236,11.68,45,Low,2,253.87
P2552,NOR-00448,2023-03-19,2023-03-25,2023-03-27,No,8,Pending,No Issues Reported,Groceries,52,403.28,20970.56,15201.86,48.32,North America,Los Angeles,Supplier E,Warehouse 8,353,5.04,28,Medium,8,403.28000000000003
P7591,NOR-00449,2023-01-08,2023-01-17,2023-01-18,No,10,Pending,No Issues Reported,Groceries,39,219.29,8552.31,6054.95,18.0,North America,Los Angeles,Supplier F,Warehouse 3,178,8.06,78,Medium,1,219.29
P8106,ASI-00450,2024-04-27,2024-04-30,2024-04-30,Yes,3,Returned,Damaged,Home Goods,82,268.7,22033.4,15927.6,40.76,Asia,Singapore,Supplier E,Warehouse 4,339,9.13,27,High,8,268.70000000000005
P4335,NOR-00451,2023-02-12,2023-02-20,2023-02-25,No,13,In Transit,No Issues Reported,Home Goods,56,208.08,11652.48,8996.15,46.45,North America,Toronto,Supplier F,Warehouse 3,483,5.83,56,Medium,13,208.07999999999998
P8145,NOR-00452,2024-06-12,2024-06-19,2024-06-20,No,8,Returned,Damaged,Apparel,4,126.57,506.28,387.53,28.57,North America,Toronto,Supplier B,Warehouse 3,266,8.29,24,Medium,7,126.57
P1326,EUR-00453,2024-12-02,2024-12-09,2024-12-09,Yes,7,Delivered,No Issues Reported,Groceries,23,323.93,7450.39,4533.16,38.9,Europe,Paris,Supplier C,Warehouse 5,78,10.53,30,Medium,8,323.93
P9196,ASI-00454,2024-10-01,2024-10-05,2024-10-09,No,8,Pending,No Issues Reported,Books,93,422.16,39260.88,25409.96,32.84,Asia,Tokyo,Supplier E,Warehouse 5,111,6.98,94,Low,12,422.15999999999997
P4865,ASI-00455,2023-05-08,2023-05-18,2023-05-17,Yes,9,In Transit,No Issues Reported,Home Goods,43,417.01,17931.43,13402.8,42.23,Asia,Tokyo,Supplier B,Warehouse 4,266,3.79,33,High,6,417.01
P7943,ASI-00456,2023-07-21,2023-07-28,2023-08-02,No,12,Returned,Wrong Item,Books,69,190.48,13143.12,10379.68,22.66,Asia,Tokyo,Supplier B,Warehouse 6,293,8.67,55,Medium,12,190.48000000000002
P4926,NOR-00457,2024-03-29,2024-04-08,2024-04-11,No,13,Pending,No Issues Reported,Electronics,95,332.8,31616.0,24918.77,37.63,North America,Houston,Supplier F,Warehouse 6,179,7.3,59,High,14,332.8
P4446,NOR-00458,2023-03-19,2023-03-23,2023-03-24,No,5,Returned,Wrong Item,Home Goods,39,49.67,1937.13,1481.02,19.42,North America,Chicago,Supplier F,Warehouse 6,490,10.85,76,Medium,9,49.67
P2644,NOR-00459,2023-02-27,2023-03-08,2023-03-06,Yes,7,Pending,No Issues Reported,Books,95,209.42,19894.9,15283.91,38.7,North America,Chicago,Supplier E,Warehouse 2,472,3.18,53,High,3,209.42000000000002
P3229,EUR-00460,2023-05-30,2023-06-07,2023-06-11,No,12,Pending,No Issues Reported,Electronics,83,322.59,26774.97,19439.47,41.64,Europe,London,Supplier C,Warehouse 6,51,5.71,100,High,10,322.59000000000003
P8837,NOR-00461,2023-03-20,2023-03-24,2023-03-23,Yes,3,In Transit,No Issues Reported,Apparel,77,344.45,26522.65,20118.18,22.78,North America,Houston,Supplier B,Warehouse 6,497,9.22,53,High,4,344.45000000000005
P4677,EUR-00462,2024-05-19,2024-05-26,2024-05-27,No,8,Delivered,No Issues Reported,Apparel,51,438.81,22379.31,17656.19,45.37,Europe,Paris,Supplier F,Warehouse 4,60,11.46,91,Medium,13,438.81
P7028,EUR-00463,2023-10-22,2023-10-26,2023-10-31,No,9,In Transit,No Issues Reported,Electronics,52,310.91,16167.32,11641.74,15.97,Europe,Berlin,Supplier A,Warehouse 7,137,11.45,35,Medium,6,310.90999999999997
P4385,NOR-00464,2023-04-07,2023-04-17,2023-04-22,No,15,Delivered,No Issues Reported,Apparel,35,147.54,5163.9,3608.71,15.21,North America,Toronto,Supplier F,Warehouse 4,357,3.76,56,Medium,8,147.54
P8506,NOR-00465,2024-09-16,2024-09-25,2024-09-25,Yes,9,Returned,Damaged,Home Goods,31,310.75,9633.25,7528.05,24.79,North America,Los Angeles,Supplier C,Warehouse 7,93,1.61,37,Low,5,310.75
P8715,ASI-00466,2024-02-23,2024-02-29,2024-03-04,No,10,Returned,Customer Changed Mind,Electronics,13,280.71,3649.23,2227.57,47.24,Asia,Mumbai,Supplier F,Warehouse 1,231,11.97,96,Medium,3,280.71
P9074,EUR-00467,2023-07-31,2023-08-03,2023-08-05,No,5,Returned,Wrong Item,Apparel,72,25.36,1825.92,1161.06,16.79,Europe,Paris,Supplier A,Warehouse 6,223,10.72,36,High,6,25.36
P6907,NOR-00468,2024-05-05,2024-05-14,2024-05-14,Yes,9,Pending,No Issues Reported,Electronics,17,252.11,4285.87,3405.87,21.24,North America,Los Angeles,Supplier E,Warehouse 5,270,4.47,53,Low,4,252.10999999999999
P1871,EUR-00469,2024-11-22,2024-11-30,2024-12-04,No,12,In Transit,No Issues Reported,Apparel,72,427.25,30762.0,22501.91,41.93,Europe,Madrid,Supplier B,Warehouse 1,146,3.06,49,High,9,427.25
P6841,ASI-00470,2024-07-18,2024-07-28,2024-07-30,No,12,In Transit,No Issues Reported,Books,15,497.62,7464.3,5862.77,11.63,Asia,Singapore,Supplier D,Warehouse 2,413,7.39,78,Low,13,497.62
P4479,NOR-00471,2024-07-25,2024-07-30,2024-07-29,Yes,4,Pending,No Issues Reported,Home Goods,24,418.3,10039.2,7529.27,42.9,North America,Toronto,Supplier E,Warehouse 3,348,11.98,20,High,3,418.3
P7120,EUR-00472,2023-03-30,2023-04-08,2023-04-07,Yes,8,In Transit,No Issues Reported,Home Goods,4,145.72,582.88,464.13,14.88,Europe,London,Supplier C,Warehouse 3,352,11.26,33,Low,4,145.72
P1718,ASI-00473,2024-03-18,2024-03-21,2024-03-20,Yes,2,Returned,Customer Changed Mind,Books,81,477.82,38703.42,27821.6,10.23,Asia,Singapore,Supplier C,Warehouse 3,385,8.03,77,High,7,477.82
P3916,EUR-00474,2023-11-04,2023-11-10,2023-11-08,Yes,4,Pending,No Issues Reported,Electronics,71,476.19,33809.49,22864.62,25.95,Europe,London,Supplier A,Warehouse 1,172,11.63,71,Low,7,476.19
P6080,EUR-00475,2023-08-31,2023-09-06,2023-09-06,Yes,6,Returned,Wrong Item,Electronics,39,247.97,9670.83,6638.75,42.25,Europe,Berlin,Supplier F,Warehouse 2,400,7.84,65,Medium,12,247.97
P7033,EUR-00476,2024-08-21,2024-08-29,2024-08-30,No,9,Returned,Wrong Item,Home Goods,73,302.17,22058.41,13633.08,26.9,Europe,Madrid,Supplier D,Warehouse 2,364,3.46,100,Low,12,302.17
P8165,NOR-00477,2024-06-15,2024-06-18,2024-06-21,No,6,Returned,Customer Changed Mind,Books,68,316.63,21530.84,15177.85,21.63,North America,Toronto,Supplier C,Warehouse 3,90,11.03,81,High,4,316.63
P2763,ASI-00478,2024-07-07,2024-07-12,2024-07-14,No,7,In Transit,No Issues Reported,Home Goods,73,28.63,2089.99,1285.98,11.8,Asia,Singapore,Supplier D,Warehouse 5,311,5.96,32,Medium,6,28.629999999999995
P7438,ASI-00479,2023-05-29,2023-06-06,2023-06-08,No,10,Delivered,No Issues Reported,Electronics,95,332.48,31585.6,20085.61,17.29,Asia,Tokyo,Supplier C,Warehouse 8,73,2.37,58,Low,12,332.47999999999996
P2742,NOR-00480,2024-09-01,2024-09-11,2024-09-13,No,12,Pending,No Issues Reported,Apparel,11,374.78,4122.58,2971.6,44.86,North America,Toronto,Supplier D,Warehouse 2,272,7.11,20,Medium,13,374.78
P6910,ASI-00481,2024-04-16,2024-04-19,2024-04-19,Yes,3,Returned,Wrong Item,Groceries,93,245.93,22871.49,16552.09,48.96,Asia,Singapore,Supplier C,Warehouse 2,403,8.57,70,Medium,3,245.93
P3378,NOR-00482,2024-01-31,2024-02-05,2024-02-05,Yes,5,Delivered,No Issues Reported,Electronics,90,485.41,43686.9,33717.65,18.37,North America,New York,Supplier E,Warehouse 4,382,4.04,100,Medium,6,485.41
P8947,EUR-00483,2024-12-07,2024-12-11,2024-12-13,No,6,Returned,Damaged,Electronics,15,87.22,1308.3,824.86,38.1,Europe,Madrid,Supplier E,Warehouse 4,291,1.71,77,Medium,12,87.22
P9121,EUR-00484,2023-09-21,2023-09-27,2023-09-29,No,8,Returned,Damaged,Electronics,81,424.58,34390.98,23604.51,26.63,Europe,London,Supplier C,Warehouse 1,427,7.58,90,Medium,2,424.58000000000004
P6174,ASI-00485,2023-05-11,2023-05-21,2023-05-25,No,14,Returned,Customer Changed Mind,Books,30,358.57,10757.1,7590.87,26.88,Asia,Seoul,Supplier D,Warehouse 2,333,2.17,73,Medium,8,358.57
P9317,EUR-00486,2024-02-11,2024-02-21,2024-02-24,No,13,Returned,Customer Changed Mind,Apparel,37,364.47,13485.39,9356.81,27.52,Europe,London,Supplier E,Warehouse 8,162,7.67,63,Low,2,364.46999999999997
P8911,ASI-00487,2024-08-29,2024-09-03,2024-09-05,No,7,Returned,Wrong Item,Books,21,312.81,6569.01,4312.5,39.97,Asia,Mumbai,Supplier E,Warehouse 8,116,3.32,40,High,11,312.81
P3598,NOR-00488,2023-05-16,2023-05-20,2023-05-24,No,8,Returned,Wrong Item,Groceries,7,499.63,3497.41,2349.41,20.43,North America,Toronto,Supplier A,Warehouse 2,139,10.19,84,High,7,499.63
P6820,ASI-00489,2024-12-26,2025-01-03,2025-01-07,No,12,Delivered,No Issues Reported,Electronics,72,115.93,8346.96,5438.58,23.61,Asia,Shanghai,Supplier C,Warehouse 3,443,1.99,91,Low,9,115.92999999999999
P1687,NOR-00490,2023-08-26,2023-08-30,2023-08-28,Yes,2,Returned,Wrong Item,Groceries,79,392.17,30981.43,24459.12,42.94,North America,New York,Supplier A,Warehouse 4,309,2.61,100,Low,1,392.17
P6482,ASI-00491,2024-11-29,2024-12-07,2024-12-07,Yes,8,Pending,No Issues Reported,Groceries,64,367.61,23527.04,14583.44,35.88,Asia,Singapore,Supplier D,Warehouse 7,469,2.95,45,Medium,8,367.61
P5021,EUR-00492,2024-04-01,2024-04-04,2024-04-05,No,4,Returned,Wrong Item,Apparel,11,136.68,1503.48,1117.15,26.6,Europe,Rome,Supplier D,Warehouse 4,127,9.41,87,Medium,7,136.68
P9476,EUR-00493,2023-06-13,2023-06-18,2023-06-22,No,9,Returned,Wrong Item,Home Goods,4,224.08,896.32,675.85,38.71,Europe,Rome,Supplier D,Warehouse 3,85,2.39,60,High,6,224.08
P9516,ASI-00494,2024-02-18,2024-02-27,2024-02-25,Yes,7,Returned,Damaged,Groceries,8,488.98,3911.84,3113.86,41.96,Asia,Shanghai,Supplier C,Warehouse 6,201,5.9,90,High,6,488.98
P8244,ASI-00495,2024-12-06,2024-12-14,2024-12-12,Yes,6,Pending,No Issues Reported,Apparel,90,204.95,18445.5,13442.64,45.5,Asia,Seoul,Supplier B,Warehouse 5,407,5.13,71,Medium,6,204.95
P9541,EUR-00496,2024-10-03,2024-10-07,2024-10-05,Yes,2,Pending,No Issues Reported,Groceries,70,145.54,10187.8,6301.81,32.07,Europe,Berlin,Supplier A,Warehouse 1,224,9.45,40,Medium,9,145.54
P9314,ASI-00497,2024-07-30,2024-08-06,2024-08-07,No,8,Pending,No Issues Reported,Groceries,15,367.33,5509.95,4233.39,20.39,Asia,Singapore,Supplier D,Warehouse 5,231,2.8,35,Medium,2,367.33
P4831,NOR-00498,2024-12-28,2024-12-31,2025-01-05,No,8,Pending,No Issues Reported,Groceries,92,447.7,41188.4,29884.2,31.33,North America,Houston,Supplier F,Warehouse 3,229,4.64,93,High,1,447.7
P7974,EUR-00499,2023-12-11,2023-12-20,2023-12-21,No,10,Delivered,No Issues Reported,Groceries,25,412.31,10307.75,6929.42,13.92,Europe,Rome,Supplier A,Warehouse 7,474,5.83,31,Low,13,412.31
P7468,EUR-00500,2023-01-14,2023-01-19,2023-01-24,No,10,In Transit,No Issues Reported,Home Goods,87,265.5,23098.5,16576.59,30.76,Europe,London,Supplier F,Warehouse 7,496,4.27,83,Low,12,265.5
P9669,NOR-00501,2024-08-24,2024-09-03,2024-09-08,No,15,Returned,Damaged,Apparel,63,357.02,22492.26,14077.39,38.18,North America,Houston,Supplier D,Warehouse 1,110,8.79,78,Medium,6,357.02
P2929,ASI-00502,2023-09-14,2023-09-19,2023-09-22,No,8,Delivered,No Issues Reported,Electronics,16,187.95,3007.2,1978.49,30.91,Asia,Singapore,Supplier C,Warehouse 5,240,4.7,67,Medium,10,187.95
P3999,NOR-00503,2024-11-27,2024-12-07,2024-12-05,Yes,8,In Transit,No Issues Reported,Books,7,468.73,3281.11,2168.92,21.34,North America,Houston,Supplier A,Warehouse 6,469,9.27,20,Medium,11,468.73
P3175,ASI-00504,2023-01-09,2023-01-13,2023-01-11,Yes,2,Returned,Wrong Item,Groceries,58,450.64,26137.12,19766.72,29.01,Asia,Mumbai,Supplier D,Warehouse 8,440,2.95,78,Low,8,450.64
P8259,ASI-00505,2023-06-12,2023-06-17,2023-06-20,No,8,Delivered,No Issues Reported,Books,50,120.25,6012.5,4082.97,31.64,Asia,Seoul,Supplier B,Warehouse 1,426,4.41,31,Medium,3,120.25
P8796,NOR-00506,2024-06-16,2024-06-23,2024-06-22,Yes,6,Delivered,No Issues Reported,Groceries,74,380.02,28121.48,22256.99,30.87,North America,Houston,Supplier F,Warehouse 3,307,10.92,35,High,12,380.02
P1737,NOR-00507,2024-05-30,2024-06-02,2024-06-04,No,5,In Transit,No Issues Reported,Books,11,404.43,4448.73,3209.18,26.07,North America,Houston,Supplier C,Warehouse 7,301,10.55,22,Low,10,404.42999999999995
P5675,ASI-00508,2023-11-09,2023-11-14,2023-11-18,No,9,Delivered,No Issues Reported,Books,33,50.06,1651.98,1314.91,31.67,Asia,Mumbai,Supplier B,Warehouse 5,123,3.42,31,Low,1,50.06
P3334,ASI-00509,2023-10-21,2023-10-30,2023-10-30,Yes,9,Delivered,No Issues Reported,Apparel,4,358.08,1432.32,944.77,13.95,Asia,Mumbai,Supplier D,Warehouse 2,261,10.88,53,Low,9,358.08
P5412,ASI-00510,2023-05-30,2023-06-02,2023-06-03,No,4,In Transit,No Issues Reported,Apparel,64,256.77,16433.28,11517.83,47.97,Asia,Seoul,Supplier D,Warehouse 2,81,4.84,90,Medium,13,256.77
P3057,NOR-00511,2024-04-01,2024-04-11,2024-04-09,Yes,8,Returned,Customer Changed Mind,Home Goods,71,481.92,34216.32,25149.66,19.85,North America,New York,Supplier A,Warehouse 4,205,7.47,77,Medium,13,481.92
P5739,NOR-00512,2024-05-24,2024-05-29,2024-06-01,No,8,In Transit,No Issues Reported,Books,72,228.61,16459.92,9879.25,28.59,North America,Houston,Supplier A,Warehouse 8,384,11.71,20,Medium,1,228.60999999999999
P2145,ASI-00513,2024-11-02,2024-11-09,2024-11-11,No,9,Returned,Wrong Item,Groceries,66,144.25,9520.5,6019.65,31.36,Asia,Shanghai,Supplier B,Warehouse 5,203,2.44,35,Low,3,144.25
P6269,ASI-00514,2024-01-27,2024-02-05,2024-02-06,No,10,Pending,No Issues Reported,Home Goods,97,355.34,34467.98,22562.83,36.49,Asia,Mumbai,Supplier C,Warehouse 1,224,3.71,96,Low,8,355.34000000000003
P9816,NOR-00515,2024-03-07,2024-03-12,2024-03-10,Yes,3,Returned,Damaged,Books,72,448.16,32267.52,23899.26,40.5,North America,Toronto,Supplier E,Warehouse 1,91,9.77,29,High,14,448.16
P1138,EUR-00516,2023-08-14,2023-08-24,2023-08-23,Yes,9,Pending,No Issues Reported,Home Goods,50,92.71,4635.5,3493.28,37.88,Europe,Rome,Supplier D,Warehouse 1,113,6.36,44,High,3,92.71
P4623,ASI-00517,2024-03-17,2024-03-23,2024-03-21,Yes,4,Pending,No Issues Reported,Apparel,12,409.06,4908.72,3559.05,42.34,Asia,Mumbai,Supplier A,Warehouse 5,169,11.79,66,Medium,13,409.06
P3875,NOR-00518,2024-10-20,2024-10-30,2024-10-31,No,11,Delivered,No Issues Reported,Electronics,36,286.71,10321.56,7212.73,32.07,North America,Chicago,Supplier B,Warehouse 5,83,7.68,28,Low,4,286.71
P7997,ASI-00519,2023-05-03,2023-05-09,2023-05-11,No,8,In Transit,No Issues Reported,Groceries,79,130.2,10285.8,7323.73,28.16,Asia,Tokyo,Supplier C,Warehouse 7,378,8.57,26,Low,8,130.2
P4678,ASI-00520,2024-05-24,2024-06-02,2024-06-04,No,11,Delivered,No Issues Reported,Books,64,183.93,11771.52,8849.88,45.35,Asia,Seoul,Supplier E,Warehouse 8,74,4.42,73,High,1,183.93
P2219,EUR-00521,2023-05-01,2023-05-09,2023-05-07,Yes,6,Returned,Damaged,Groceries,4,495.18,1980.72,1277.81,37.58,Europe,London,Supplier C,Warehouse 2,177,3.57,62,Medium,13,495.18
P1891,NOR-00522,2023-05-05,2023-05-09,2023-05-07,Yes,2,Returned,Wrong Item,Home Goods,33,127.34,4202.22,2919.35,48.35,North America,Houston,Supplier A,Warehouse 8,470,5.0,50,Medium,13,127.34
P3089,NOR-00523,2023-01-19,2023-01-23,2023-01-28,No,9,Delivered,No Issues Reported,Electronics,49,160.07,7843.43,6035.82,12.6,North America,New York,Supplier A,Warehouse 5,81,11.15,76,Low,6,160.07
P7735,ASI-00524,2023-07-23,2023-08-01,2023-07-31,Yes,8,Delivered,No Issues Reported,Groceries,7,150.98,1056.86,714.75,13.83,Asia,Tokyo,Supplier A,Warehouse 8,169,10.58,99,Low,1,150.98
P6377,ASI-00525,2023-11-13,2023-11-22,2023-11-27,No,14,Returned,Customer Changed Mind,Home Goods,84,469.1,39404.4,29812.81,28.16,Asia,Tokyo,Supplier A,Warehouse 2,350,3.52,33,Low,14,469.1
P1722,EUR-00526,2024-06-01,2024-06-07,2024-06-07,Yes,6,Pending,No Issues Reported,Books,93,312.32,29045.76,18507.51,15.51,Europe,Madrid,Supplier D,Warehouse 6,80,2.84,94,Medium,1,312.32
P3369,EUR-00527,2023-01-28,2023-02-04,2023-02-04,Yes,7,In Transit,No Issues Reported,Groceries,44,149.08,6559.52,5208.61,30.71,Europe,Paris,Supplier A,Warehouse 7,79,3.99,91,Medium,14,149.08
P8657,ASI-00528,2023-06-30,2023-07-08,2023-07-09,No,9,In Transit,No Issues Reported,Electronics,44,98.73,4344.12,3019.79,37.67,Asia,Shanghai,Supplier E,Warehouse 6,357,8.77,94,High,8,98.73
P4772,NOR-00529,2023-05-07,2023-05-14,2023-05-18,No,11,Pending,No Issues Reported,Books,6,250.49,1502.94,1178.29,35.55,North America,New York,Supplier D,Warehouse 6,288,8.05,50,High,11,250.49
P8215,NOR-00530,2024-01-06,2024-01-15,2024-01-16,No,10,Returned,Damaged,Electronics,10,182.15,1821.5,1294.97,15.7,North America,Los Angeles,Supplier A,Warehouse 1,149,8.13,66,Low,4,182.15
P4211,NOR-00531,2023-12-02,2023-12-08,2023-12-09,No,7,Pending,No Issues Reported,Home Goods,93,91.27,8488.11,6531.66,19.84,North America,Toronto,Supplier A,Warehouse 1,61,3.35,53,Low,12,91.27000000000001
P9633,EUR-00532,2023-05-06,2023-05-11,2023-05-15,No,9,Delivered,No Issues Reported,Home Goods,59,123.87,7308.33,5568.2,36.44,Europe,Berlin,Supplier F,Warehouse 2,459,11.98,75,Low,1,123.87
P5006,NOR-00533,2024-07-14,2024-07-18,2024-07-18,Yes,4,In Transit,No Issues Reported,Groceries,49,348.71,17086.79,11338.63,27.18,North America,Toronto,Supplier B,Warehouse 5,73,9.51,95,Low,10,348.71000000000004
P2333,NOR-00534,2023-04-07,2023-04-12,2023-04-15,No,8,In Transit,No Issues Reported,Apparel,66,484.35,31967.1,24843.77,18.37,North America,Los Angeles,Supplier A,Warehouse 3,451,6.44,98,Medium,7,484.34999999999997
P9106,EUR-00535,2023-06-10,2023-06-19,2023-06-22,No,12,Returned,Customer Changed Mind,Home Goods,92,190.07,17486.44,12920.76,38.63,Europe,Berlin,Supplier F,Warehouse 1,292,4.32,71,Medium,5,190.07
